,date,T00,T06,T12,T18,min,max
0,2020-01-01,22.362521093750022,29.854257812500023,27.053821093750024,22.74827578125001,22.362521093750022,29.854257812500023
1,2020-01-02,20.167422656250015,29.858704687500037,26.071106250000014,22.610167968750048,20.167422656250015,29.858704687500037
2,2020-01-03,19.72407265625003,30.730620312500054,26.271548437500027,23.099114843750026,19.72407265625003,30.730620312500054
3,2020-01-04,20.027653125000047,30.227967187500045,26.631699218750043,22.88910546875003,20.027653125000047,30.227967187500045
4,2020-01-05,19.321497656250017,30.071949218750042,25.680574218750024,22.07459921875004,19.321497656250017,30.071949218750042
5,2020-01-06,19.584454687500035,31.078417187500037,25.83633750000002,21.581208593750034,19.584454687500035,31.078417187500037
6,2020-01-07,20.505979687500037,31.89267968750003,26.391307812500017,22.54442031250003,20.505979687500037,31.89267968750003
7,2020-01-08,20.542456250000036,32.31233359375002,28.240707031250032,24.322985937500043,20.542456250000036,32.31233359375002
8,2020-01-09,21.52492812500003,31.924486718750025,27.44062656250005,23.71048671875002,21.52492812500003,31.924486718750025
9,2020-01-10,21.451644531250047,32.94952656250003,27.679626562500033,23.83068671875001,21.451644531250047,32.94952656250003
10,2020-01-11,22.524357812500014,33.48425781250005,28.29533828125004,24.24444375000004,22.524357812500014,33.48425781250005
11,2020-01-12,22.45898281250004,32.29463984375003,27.33512265625002,22.800895312500018,22.45898281250004,32.29463984375003
12,2020-01-13,19.47511015625004,31.433908593750054,26.714344531250035,23.387240625000018,19.47511015625004,31.433908593750054
13,2020-01-14,20.75598593750002,32.73162109375003,26.853523437500016,22.574968750000025,20.75598593750002,32.73162109375003
14,2020-01-15,20.840356250000028,32.35489531250001,26.591871093750022,23.180996093750025,20.840356250000028,32.35489531250001
15,2020-01-16,21.17560703125002,34.230161718750026,27.44412812500003,23.739819531250017,21.17560703125002,34.230161718750026
16,2020-01-17,21.985196093750034,32.88524218750004,27.29169218750004,23.733746093750028,21.985196093750034,32.88524218750004
17,2020-01-18,19.598631250000007,31.403671093750027,26.988362500000015,23.244725000000045,19.598631250000007,31.403671093750027
18,2020-01-19,21.16202031250003,32.30191718750003,27.510299218750028,23.34052656250005,21.16202031250003,32.30191718750003
19,2020-01-20,19.867453906250027,31.219744531250036,27.348220312500043,23.07716406250004,19.867453906250027,31.219744531250036
20,2020-01-21,20.163016406250005,32.43980234375004,27.890453906250016,23.68840234375005,20.163016406250005,32.43980234375004
21,2020-01-22,22.288192187500034,33.416040625000036,28.82585625000003,24.73132968750003,22.288192187500034,33.416040625000036
22,2020-01-23,23.316516406250045,36.397389843750034,30.21985312500006,25.69594375000002,23.316516406250045,36.397389843750034
23,2020-01-24,23.660110937500036,35.05708046875003,30.536417968750055,25.031150781250034,23.660110937500036,35.05708046875003
24,2020-01-25,23.125017968750047,33.479035937500015,28.433372656250036,23.12557031250005,23.125017968750047,33.479035937500015
25,2020-01-26,21.35752734375003,32.47092421875005,27.89460390625004,22.854560937500004,21.35752734375003,32.47092421875005
26,2020-01-27,20.11953828125,33.82748593750001,27.65289843750006,21.786110156250043,20.11953828125,33.82748593750001
27,2020-01-28,20.25832734375004,32.54771953125003,28.35114609375004,22.820191406250036,20.25832734375004,32.54771953125003
28,2020-01-29,19.533410156250028,30.89638281250003,26.13594921875002,19.287177343750024,19.287177343750024,30.89638281250003
29,2020-01-30,16.168048437500026,28.624517187500036,24.325876562500028,19.49813906250002,16.168048437500026,28.624517187500036
30,2020-01-31,15.53767187500002,28.16855703125004,24.547066406250032,20.375551562500043,15.53767187500002,28.16855703125004
31,2020-02-01,17.42090703125001,30.050971093750054,25.832961718750028,20.76963046875003,17.42090703125001,30.050971093750054
32,2020-02-02,19.407652343750037,31.637505468750035,26.80895937500003,22.036931250000023,19.407652343750037,31.637505468750035
33,2020-02-03,20.622848437500018,34.79296250000003,27.68330390625001,23.54741640625003,20.622848437500018,34.79296250000003
34,2020-02-04,21.59010156250003,33.56866875000003,28.510193750000028,24.175954687500024,21.59010156250003,33.56866875000003
35,2020-02-05,21.387763281250024,33.49578984375002,29.03738828125002,23.45321328125002,21.387763281250024,33.49578984375002
36,2020-02-06,21.427791406250016,34.012008593750025,28.663808593750034,23.561942968750024,21.427791406250016,34.012008593750025
37,2020-02-07,22.268453125000036,34.51446171875003,28.75730781250003,23.598913281250027,22.268453125000036,34.51446171875003
38,2020-02-08,21.088932031250025,33.59732343750003,28.484929687500014,23.634633593750028,21.088932031250025,33.59732343750003
39,2020-02-09,19.47742890625004,31.75626328125001,26.568162500000007,21.98255859375002,19.47742890625004,31.75626328125001
40,2020-02-10,18.523553125000035,30.380756250000026,26.82236093750001,24.981963281250025,18.523553125000035,30.380756250000026
41,2020-02-11,21.59152421875001,29.49758125000001,27.439614062500013,23.91634687500002,21.59152421875001,29.49758125000001
42,2020-02-12,25.00986484375003,35.71653437500003,31.41893359375002,25.239106250000003,25.00986484375003,35.71653437500003
43,2020-02-13,23.56554062500002,34.49118125000006,29.459785937500055,24.127242187500023,23.56554062500002,34.49118125000006
44,2020-02-14,23.22194765625004,36.23850234375004,29.68187734375003,23.527965625000018,23.22194765625004,36.23850234375004
45,2020-02-15,21.96526015625004,36.53649531250001,28.784953906250045,22.43062421875002,21.96526015625004,36.53649531250001
46,2020-02-16,20.218832031250038,37.00835468750003,29.433410937500035,24.02022343750002,20.218832031250038,37.00835468750003
47,2020-02-17,18.992775000000044,31.643529687500042,28.01498671875004,19.77022578125002,18.992775000000044,31.643529687500042
