,date,T00,T06,T12,T18,min,max
0,2020-01-01,20.85789343542305,32.911841673713276,28.769576943323923,22.60093826398785,20.85789343542305,32.911841673713276
1,2020-01-02,19.909649835139568,31.839504431338426,26.99442275051414,22.12580544097973,19.909649835139568,31.839504431338426
2,2020-01-03,20.776810209744248,32.478339295455484,27.969598469760584,22.053604340567357,20.776810209744248,32.478339295455484
3,2020-01-04,19.206364293354767,31.997557636759765,27.205246675040605,21.43155385869458,19.206364293354767,31.997557636759765
4,2020-01-05,20.697114847435564,30.92870345246356,26.27333047104861,19.692172901505398,19.692172901505398,30.92870345246356
5,2020-01-06,19.867865131730753,32.06614896469704,26.21996245465298,23.763883801789312,19.867865131730753,32.06614896469704
6,2020-01-07,21.970900219184323,32.229068412423814,27.015390523716093,25.1679764072357,21.970900219184323,32.229068412423814
7,2020-01-08,22.826800358400234,32.83337835162226,28.414814935659834,23.72379702872799,22.826800358400234,32.83337835162226
8,2020-01-09,21.584359024519788,33.299555380512736,27.651071460746163,23.48494603117114,21.584359024519788,33.299555380512736
9,2020-01-10,20.028930364202324,33.5181232530036,27.141609589447988,23.630958249244504,20.028930364202324,33.5181232530036
10,2020-01-11,22.467874848706547,33.48019729539275,27.658739618892465,24.17124038810164,22.467874848706547,33.48019729539275
11,2020-01-12,20.631215496746393,32.49743024139758,27.177380537260387,21.60900300565592,20.631215496746393,32.49743024139758
12,2020-01-13,20.040709979491485,31.416891601606572,25.893062402752516,22.46115815052691,20.040709979491485,31.416891601606572
13,2020-01-14,22.312535487788033,31.09320697497065,25.731470167492358,24.71361050368389,22.312535487788033,31.09320697497065
14,2020-01-15,21.965802859689813,31.3069076481165,25.616543270104053,24.86446864167244,21.965802859689813,31.3069076481165
15,2020-01-16,24.68615166838007,31.21590949460998,26.168556858679164,24.68558403349014,24.68558403349014,31.21590949460998
16,2020-01-17,23.57500436894429,31.593762106612257,26.30122161431347,21.587324992419266,21.587324992419266,31.593762106612257
17,2020-01-18,20.038471351515792,31.519990540564653,26.312867150483346,24.1635739203799,20.038471351515792,31.519990540564653
18,2020-01-19,21.892089534772605,31.0880202957876,26.577509429328924,21.457803585943513,21.457803585943513,31.0880202957876
19,2020-01-20,20.516838943268567,31.415698901156112,27.11659022648021,21.901356121853357,20.516838943268567,31.415698901156112
20,2020-01-21,22.86246641548184,32.58375053937771,27.357349963590885,23.370830419166776,22.86246641548184,32.58375053937771
21,2020-01-22,22.93917616892033,35.18792812636633,28.11833065274699,25.640291150213788,22.93917616892033,35.18792812636633
22,2020-01-23,24.07640780291706,33.74921109865507,27.644417255553787,25.70666670268414,24.07640780291706,33.74921109865507
23,2020-01-24,24.169200051761088,32.72450354752736,27.05495085738212,25.230665129935765,24.169200051761088,32.72450354752736
24,2020-01-25,22.628985135449263,32.64668167222368,27.313619155693107,25.67456971023621,22.628985135449263,32.64668167222368
25,2020-01-26,24.835150515865422,31.17895415137066,27.532962620301994,22.549188938932407,22.549188938932407,31.17895415137066
26,2020-01-27,20.057000056983643,32.16630949179719,28.65746316587539,22.983358539569906,20.057000056983643,32.16630949179719
27,2020-01-28,22.263671525313043,31.437783022000737,28.33370095795832,23.26993448300465,22.263671525313043,31.437783022000737
28,2020-01-29,23.654286203451452,30.02446052032912,22.257343564940093,20.196779673626423,20.196779673626423,30.02446052032912
29,2020-01-30,18.929811183860732,28.811226300669407,25.003119520476275,24.15866842728997,18.929811183860732,28.811226300669407
30,2020-01-31,23.39500855966377,28.878704790533206,25.876636400263344,22.398530854417867,22.398530854417867,28.878704790533206
31,2020-02-01,21.515328899515108,30.623305395469213,26.39119180876175,23.35137263464916,21.515328899515108,30.623305395469213
32,2020-02-02,24.13785487121086,30.604873016529726,26.23026486746505,24.95912750912543,24.13785487121086,30.604873016529726
33,2020-02-03,24.087968568691792,32.215611945324994,26.930298171767504,25.11477555750968,24.087968568691792,32.215611945324994
34,2020-02-04,22.770691803249147,31.491355314494058,26.875762107764082,23.920319241618515,22.770691803249147,31.491355314494058
35,2020-02-05,24.002988865431146,32.02574829118427,27.35659851143206,24.636032493184857,24.002988865431146,32.02574829118427
36,2020-02-06,25.30057413228634,32.98630348730221,26.873846618474662,25.04677372498861,25.04677372498861,32.98630348730221
37,2020-02-07,24.771346505007024,33.338633485264744,28.09390529396532,24.864412210616386,24.771346505007024,33.338633485264744
38,2020-02-08,22.54449259861352,32.263355827900696,27.536505288734524,22.704125990155724,22.54449259861352,32.263355827900696
39,2020-02-09,22.013479668919842,31.681432626698015,26.455131723969874,24.033611063597508,22.013479668919842,31.681432626698015
40,2020-02-10,22.104292740335875,30.567968453207982,26.230306613692157,23.404490945558443,22.104292740335875,30.567968453207982
41,2020-02-11,24.50487058263883,31.87258479907593,27.553775726062373,25.51362171324935,24.50487058263883,31.87258479907593
42,2020-02-12,24.795802174235952,35.09695468499819,31.095967658589377,26.943168553271228,24.795802174235952,35.09695468499819
43,2020-02-13,25.922579767373865,36.15778948929363,31.680178955603065,27.148213176510982,25.922579767373865,36.15778948929363
44,2020-02-14,26.08955658801051,35.210294560194974,30.833753787162216,26.9342075051827,26.08955658801051,35.210294560194974
45,2020-02-15,25.10795856857298,35.19024731575317,29.47047862985164,26.63578677873286,25.10795856857298,35.19024731575317
46,2020-02-16,25.570679176172483,37.20924649954793,29.087412771349058,23.374658787971658,23.374658787971658,37.20924649954793
47,2020-02-17,23.202652061734554,31.77398624473512,25.348656565077526,24.438585722109107,23.202652061734554,31.77398624473512
